CODIGO;CATEGORIA;DESCRICAO;DIMENSAO;UNIDADE;MATERIAL;TIPO
RU1001;RU_PEX;TUBO FLEXIVEL PEX MONOCAMADA DN16;16;MT;PEX;TUBO
RU1002;RU_PEX;TUBO FLEXIVEL PEX MONOCAMADA DN20;20;MT;PEX;TUBO
RU1003;RU_PEX;TUBO FLEXIVEL PEX MONOCAMADA DN25;25;MT;PEX;TUBO
RU1004;RU_PEX;TUBO FLEXIVEL PEX MONOCAMADA DN32;32;MT;PEX;TUBO
RU1005;RU_PEX;MANIFOLD 2 SAIDA B 1X3/4 - PEX;1X3/4;PC;PEX;-
RU1006;RU_PEX;MANIFOLD 3 SAIDA B 1X3/4 - PEX;1X3/4;PC;PEX;-
RU1007;RU_PEX;TE MACHO ANEL DESLIZANTE 25X3/4 - PEX; 25X3/4;PC;PEX;-
RU1008;RU_PEX;TE REDUCAO ANEL DESLIZANTE 16X20X16 - PEX;16X20X16;PC;PEX;-
RU1009;RU_PEX;TE REDUCAO ANEL DESLIZANTE 20X16X20 - PEX;20X16X20;PC;PEX;-
RU1010;RU_PEX;TE REDUCAO ANEL DESLIZANTE 20X20X16 - PEX;20X20X16;PC;PEX;-
RU1011;RU_PEX;TE REDUCAO ANEL DESLIZANTE 25X16X20 - PEX;25X16X20;PC;PEX;-
RU1012;RU_PEX;TE REDUCAO ANEL DESLIZANTE 25X16X25 - PEX;25X16X25;PC;PEX;-
RU1013;RU_PEX;TE REDUCAO ANEL DESLIZANTE 25X20X25 - PEX;25X20X25;PC;PEX;-
RU1014;RU_PEX;TE ANEL DESLIZANTE 32 - PEX;32;PC;PEX;-
RU1015;RU_PEX;LUVA DE REDUÇÃO ANEL DESLIZANTE 20X16 - PEX;20X16;PC;PEX;-
RU1016;RU_PEX;LUVA DE REDUÇÃO ANEL DESLIZANTE 25X20 - PEX;25X20;PC;PEX;-
RU1017;RU_PEX;LUVA DE REDUÇÃO ANEL DESLIZANTE 32X25 - PEX;32X25;PC;PEX;-
RU1018;RU_PEX;LUVA ANEL DESLIZANTE 32  - PEX;32;PC;PEX;-
RU1019;RU_PEX;"JOELHO TERMINAL MACHO ANEL DESLIZANTE 20X3/4"" - PEX";"20X3/4""";PC;PEX;-
RU1020;RU_PEX;"JOELHO TERMINAL MACHO ANEL DESLIZANTE 25X3/4"" - PEX";"25X3/4""";PC;PEX;-
RU1021;RU_PEX;"JOELHO TERMINAL FEMEA ANEL DESLIZANTE 25X1"" - PEX";"25X1""";PC;PEX;-
RU1022;RU_PEX;"JOELHO TERMINAL FEMEA ANEL DESLIZANTE 32X1"" - PEX";"32X1""";PC;PEX;-
RU1023;RU_PEX;JOELHO 90 ANEL DESLIZANTE 32 - PEX;32;PC;PEX;-
RU1024;RU_PEX;"CONEXAO MOVEL ANEL DESLIZANTE 16X1/2"" - PEX";"16X3/4""";PC;PEX;-
RU1025;RU_PEX;"CONEXAO MOVEL ANEL DESLIZANTE 20X1/2"" - PEX";"20X1/2""";PC;PEX;-
RU1026;RU_PEX;"CONEXAO MOVEL ANEL DESLIZANTE 20X3/4"" - PEX";"20X3/4""";PC;PEX;-
RU1027;RU_PEX;"CONEXAO MOVEL ANEL DESLIZANTE 25X3/4"" - PEX";"25X3/4""";PC;PEX;-
RU1028;RU_PEX;"CONEXAO MACHO ANEL DESLIZANTE 32X1"" - PEX";"32X1""";PC;PEX;-
RU1029;RU_PEX;"JOELHO ROSCA MOVEL ANEL DESLIZANTE 16X1/2"" - PEX";"16X1/2""";PC;PEX;-
RU1030;RU_PEX;"JOELHO ROSCA MOVEL ANEL DESLIZANTE 20X3/4"" - PEX";"20X3/4""";PC;PEX;-
RU1031;RU_PEX;"JOELHO ROSCA MOVEL ANEL DESLIZANTE 25X3/4"" - PEX";"25X3/4""";PC;PEX;-
RU1032;RU_GAS;TUBO MULTICAMADA 16MM - GAS;16;MT;MULTICAMADA;TUBO
RU1033;RU_GAS;TUBO MULTICAMADA 20MM - GAS;20;MT;MULTICAMADA;TUBO
RU1034;RU_GAS;TUBO MULTICAMADA 26MM - GAS;26;MT;MULTICAMADA;TUBO
RU1035;RU_GAS;TUBO MULTICAMADA 32MM - GAS;32;MT;MULTICAMADA;TUBO
RU1036;RU_GAS;"ADAPTADOR FEMEA COM PORCA GIRATORIA 1/2""X16MM - GAS";1/2X16;PC;MULTICAMADA;-
RU1037;RU_GAS;"ADAPTADOR FIXO FEMEA 16X1/2"" - GAS";"16X1/2""";PC;MULTICAMADA;-
RU1038;RU_GAS;"ADAPTADOR FIXO FEMEA 20X1/2"" - GAS";"20X1/2""";PC;MULTICAMADA;-
RU1039;RU_GAS;"ADAPTADOR FIXO FEMEA 20X1/2"" - GAS";"20X1/2""";PC;MULTICAMADA;-
RU1040;RU_GAS;"ADAPTADOR FIXO FEMEA 26X1/2"" - GAS";"26X1/2""";PC;MULTICAMADA;-
RU1041;RU_GAS;"ADAPTADOR FIXO FEMEA 26X1"" - GAS";"26X1""";PC;MULTICAMADA;-
RU1042;RU_GAS;"ADAPTADOR FIXO FEMEA 32X1"" - GAS";"32X1""";PC;MULTICAMADA;-
RU1043;RU_GAS;"ADAPTADOR FIXO MACHO 16X1/2"" - GAS";"16X1/2""";PC;MULTICAMADA;-
RU1044;RU_GAS;"ADAPTADOR FIXO MACHO 20X1/2"" - GAS";"20X1/2""";PC;MULTICAMADA;-
RU1045;RU_GAS;"ADAPTADOR FIXO MACHO 20X3/4"" - GAS";"20X3/4""";PC;MULTICAMADA;-
RU1046;RU_GAS;"ADAPTADOR FIXO MACHO 26X3/4"" - GAS";"26X3/4""";PC;MULTICAMADA;-
RU1047;RU_GAS;"ADAPTADOR FIXO MACHO 31X1"" - GAS";"31X1""";PC;MULTICAMADA;-
RU1048;RU_GAS;CAP 16MM - GAS;16;PC;MULTICAMADA;-
RU1049;RU_GAS;JOELHO 90 16MM - GAS;16;PC;MULTICAMADA;-
RU1050;RU_GAS;JOELHO 90 20MM - GAS;20;PC;MULTICAMADA;-
RU1051;RU_GAS;JOELHO 90 26MM - GAS;26;PC;MULTICAMADA;-
RU1052;RU_GAS;JOELHO 90 32MM - GAS;32;PC;MULTICAMADA;-
RU1053;RU_GAS;"JOELHO 90 COM ROSCA 16X1/2"" - GAS";"16X1/2""";PC;MULTICAMADA;-
RU1054;RU_GAS;"JOELHO 90 COM ROSCA 20X1/2"" - GAS";20X1/2';PC;MULTICAMADA;-
RU1055;RU_GAS;"JOELHO 90 COM ROSCA 20X3/4"" - GAS";"20X3/4""";PC;MULTICAMADA;-
RU1056;RU_GAS;"JOELHO 90 COM ROSCA 26X3/4"" - GAS";"26X3/4""";PC;MULTICAMADA;-
RU1057;RU_GAS;"JOELHO 90 COM ROSCA 26X1"" - GAS";"26X1""";PC;MULTICAMADA;-
RU1058;RU_GAS;"JOELHO 90 COM ROSCA 32X1"" - GAS";"32X1""";PC;MULTICAMADA;-
RU1059;RU_GAS;"JOELHO BASE FIXA 16X1/2"" - GAS";"16X1/2""";PC;MULTICAMADA;-
RU1060;RU_GAS;"JOELHO BASE FIXA 20X1/2"" - GAS";"20X1/2""";PC;MULTICAMADA;-
RU1061;RU_GAS;"JOELHO BASE FIXA 20X3/4"" - GAS";"20X3/4""";PC;MULTICAMADA;-
RU1062;RU_GAS;"JOELHO BASE FIXA 26X3/4"" - GAS";"26X3/4""";PC;MULTICAMADA;-
RU1063;RU_GAS;LUVA 16MM - GAS;16;PC;MULTICAMADA;-
RU1064;RU_GAS;LUVA 20MM - GAS;20;PC;MULTICAMADA;-
RU1065;RU_GAS;LUVA 26MM - GAS;26;PC;MULTICAMADA;-
RU1066;RU_GAS;LUVA 32MM - GAS;32;PC;MULTICAMADA;-
RU1067;RU_GAS;LUVA DE REDUCAO 20X16MM - GAS;20X16MM;PC;MULTICAMADA;-
RU1068;RU_GAS;LUVA DE REDUCAO 26X16MM - GAS;26X16MM;PC;MULTICAMADA;-
RU1069;RU_GAS;LUVA DE REDUCAO 26X20MM - GAS;26X20MM;PC;MULTICAMADA;-
RU1070;RU_GAS;LUVA DE REDUCAO 32X20MM - GAS;32X20MM;PC;MULTICAMADA;-
RU1071;RU_GAS;LUVA DE REDUCAO 32X26MM - GAS;32X26MM;PC;MULTICAMADA;-
RU1072;RU_GAS;TE 90 16MM - GAS;16;PC;MULTICAMADA;-
RU1073;RU_GAS;TE 90 20MM - GAS;20;PC;MULTICAMADA;-
RU1074;RU_GAS;TE 90 26MM - GAS;26;PC;MULTICAMADA;-
RU1075;RU_GAS;TE 90 32MM - GAS;32;PC;MULTICAMADA;-
RU1076;RU_GAS;"TE 90 COM ROSCA 16X1/2""X16MM - GAS";"16X1/2""X16MM";PC;MULTICAMADA;-
RU1077;RU_GAS;"TE 90 COM ROSCA 20X1/2""X20MM - GAS";"20X1/2""X20MM";PC;MULTICAMADA;-
RU1078;RU_GAS;"TE 90 COM ROSCA 20X3/4""X20MM - GAS";" 20X3/4""X20MM";PC;MULTICAMADA;-
RU1079;RU_GAS;"TE 90 COM ROSCA 26X3/4""X26MM - GAS";"26X3/4""X26MM";PC;MULTICAMADA;-
RU1080;RU_GAS;TE DE REDUCAO 90 20X16X16MM - GAS;20X16X16MM;PC;MULTICAMADA;-
RU1081;RU_GAS;TE DE REDUCAO 90 20X20X16MM - GAS;20X20X16MM;PC;MULTICAMADA;-
RU1082;RU_GAS;TE DE REDUCAO 90 26X20X16MM - GAS;26X20X16MM;PC;MULTICAMADA;-
RU1083;RU_GAS;TE DE REDUCAO 90 26X20X20MM - GAS;26X20X20MM;PC;MULTICAMADA;-
RU1084;RU_GAS;TE DE REDUCAO 90 32X20X20MM - GAS;32X20X20MM;PC;MULTICAMADA;-
RU1085;RU_GAS;TE DE REDUCAO 90 32X26X26MM - GAS;32X26X26MM;PC;MULTICAMADA;-
RU1086;RU_GAS;"VALVULA ESFERA ANGULAR FEMEA/FEMEA 1/2""x3/4"" - GAS";"1/2""x3/4""";PC;MULTICAMADA;-
RU1087;RU_GAS;"VALVULA ESFERA ANGULAR MACHO/FEMEA 1/2""X3/4"" - GAS";"1/2""x3/4""";PC;MULTICAMADA;-
RU1088;RU_GAS;"VALVULA ESFERA FEMEA/FEMEA 1/2""X1/2"" - GAS";"1/2""X1/2""";PC;MULTICAMADA;-
RU1089;RU_GAS;"VALVULA ESFERA FEMEA/FEMEA 3/4""X3/4"" - GAS";"3/4""X3/4""";PC;MULTICAMADA;-
RU1090;RU_GAS;"VALVULA ESFERA FEMEA/FEMEA 1""X1"" - GAS";" 1""X1""";PC;MULTICAMADA;-
RU1091;RU_GAS;"VALVULA ESFERA MACHO/FEMEA 1/2""X1/2"" - GAS";"1/2""X1/2""";PC;MULTICAMADA;-
RU1092;RU_GAS;"VALVULA ESFERA MACHO/FEMEA 3/4""X3/4"" - GAS";" 3/4""X3/4""";PC;MULTICAMADA;-
RU1093;RU_GAS;"VALVULA ESFERA MACHO/FEMEA 1""X1"" - GAS";"1""X1""";PC;MULTICAMADA;-
RU1094;RU_PEX;KIT CHUVEIRO COM DOIS REGISTROS E MISTURADOR ;16MM;PC;PEX;-
RU1095;RU_GAS;TUBO CAMISA DE 25MM - GAS;25;MT;MULTICAMADA;TUBO
RU1096;RU_GAS;TUBULACAO DE EXAUSTAO  80MM;80MM;PC;ALUMINIO;TUBO
RU1097;RU_SOLDAVEL;TUBO PVC SOLDAVEL 20MM;20;MT;PVC SOLDAVEL;TUBO
RU1098;RU_SOLDAVEL;TUBO PVC SOLDAVEL 25MM;25;MT;PVC SOLDAVEL;TUBO
RU1099;RU_SOLDAVEL;TUBO PVC SOLDAVEL 32MM;32;MT;PVC SOLDAVEL;TUBO
RU1100;RU_SOLDAVEL;TUBO PVC SOLDAVEL 40MM;40;MT;PVC SOLDAVEL;TUBO
RU1101;RU_SOLDAVEL;TUBO PVC SOLDAVEL 50MM;50;MT;PVC SOLDAVEL;TUBO
RU1102;RU_SOLDAVEL;TUBO PVC SOLDAVEL 60MM;60;MT;PVC SOLDAVEL;TUBO
RU1103;RU_SOLDAVEL;BUCHA DE REDUCAO PVC SOLDAVEL LONGA 32X20MM;20;PC;PVC SOLDAVEL;-
RU1104;RU_SOLDAVEL;BUCHA DE REDUCAO PVC SOLDAVEL LONGA 40X20MM;20;PC;PVC SOLDAVEL;-
RU1105;RU_SOLDAVEL;BUCHA DE REDUCAO PVC SOLDAVEL LONGA 40X25MM;25;PC;PVC SOLDAVEL;-
RU1106;RU_SOLDAVEL;BUCHA DE REDUCAO PVC SOLDAVEL LONGA 50X20MM;20;PC;PVC SOLDAVEL;-
RU1107;RU_SOLDAVEL;BUCHA DE REDUCAO PVC SOLDAVEL LONGA 50X25MM;25;PC;PVC SOLDAVEL;-
RU1108;RU_SOLDAVEL;BUCHA DE REDUCAO PVC SOLDAVEL LONGA 50X32MM;32;PC;PVC SOLDAVEL;-
RU1109;RU_SOLDAVEL;BUCHA DE REDUCAO PVC SOLDAVEL LONGA 60X25MM;25;PC;PVC SOLDAVEL;-
RU1110;RU_SOLDAVEL;BUCHA DE REDUCAO PVC SOLDAVEL LONGA 60X32MM;32;PC;PVC SOLDAVEL;-
RU1111;RU_SOLDAVEL;BUCHA DE REDUCAO PVC SOLDAVEL LONGA 60X40MM;40;PC;PVC SOLDAVEL;-
RU1112;RU_SOLDAVEL;BUCHA DE REDUCAO PVC SOLDAVEL LONGA 60X50MM;50;PC;PVC SOLDAVEL;-
RU1113;RU_SOLDAVEL;BUCHA DE REDUCAO PVC SOLDAVEL LONGA 75X50MM;60;PC;PVC SOLDAVEL;-
RU1114;RU_SOLDAVEL;BUCHA DE REDUCAO PVC SOLDAVEL LONGA 85X60MM;60;PC;PVC SOLDAVEL;-
RU1115;RU_SOLDAVEL;BUCHA DE REDUCAO PVC SOLDAVEL LONGA 110X60MM;60;PC;PVC SOLDAVEL;-
RU1116;RU_SOLDAVEL;CURVA 45 PVC SOLDAVEL 20MM;20;PC;PVC SOLDAVEL;-
RU1117;RU_SOLDAVEL;CURVA 45 PVC SOLDAVEL 25MM;25;PC;PVC SOLDAVEL;-
RU1118;RU_SOLDAVEL;CURVA 45 PVC SOLDAVEL 32MM;32;PC;PVC SOLDAVEL;-
RU1119;RU_SOLDAVEL;CURVA 45 PVC SOLDAVEL 40MM;40;PC;PVC SOLDAVEL;-
RU1120;RU_SOLDAVEL;CURVA 45 PVC SOLDAVEL 50MM;50;PC;PVC SOLDAVEL;-
RU1121;RU_SOLDAVEL;CURVA 45 PVC SOLDAVEL 60MM;60;PC;PVC SOLDAVEL;-
RU1122;RU_SOLDAVEL;CURVA 90 PVC SOLDAVEL 20MM;20;PC;PVC SOLDAVEL;-
RU1123;RU_SOLDAVEL;CURVA 90 PVC SOLDAVEL 25MM;25;PC;PVC SOLDAVEL;-
RU1124;RU_SOLDAVEL;CURVA 90 PVC SOLDAVEL 32MM;32;PC;PVC SOLDAVEL;-
RU1125;RU_SOLDAVEL;CURVA 90 PVC SOLDAVEL 40MM;40;PC;PVC SOLDAVEL;-
RU1126;RU_SOLDAVEL;CURVA 90 PVC SOLDAVEL 50MM;50;PC;PVC SOLDAVEL;-
RU1127;RU_SOLDAVEL;CURVA 90 PVC SOLDAVEL 60MM;60;PC;PVC SOLDAVEL;-
RU1128;RU_SOLDAVEL;JOELHO 45 PVC SOLDAVEL 20MM;20;PC;PVC SOLDAVEL;-
RU1129;RU_SOLDAVEL;JOELHO 45 PVC SOLDAVEL 25MM;25;PC;PVC SOLDAVEL;-
RU1130;RU_SOLDAVEL;JOELHO 45 PVC SOLDAVEL 32MM;32;PC;PVC SOLDAVEL;-
RU1131;RU_SOLDAVEL;JOELHO 45 PVC SOLDAVEL 40MM;40;PC;PVC SOLDAVEL;-
RU1132;RU_SOLDAVEL;JOELHO 45 PVC SOLDAVEL 50MM;50;PC;PVC SOLDAVEL;-
RU1133;RU_SOLDAVEL;JOELHO 45 PVC SOLDAVEL 60MM;60;PC;PVC SOLDAVEL;-
RU1134;RU_SOLDAVEL;JOELHO REDUCAO 90 PVC SOLDAVEL 25X20MM;20;PC;PVC SOLDAVEL;-
RU1135;RU_SOLDAVEL;JOELHO REDUCAO 90 PVC SOLDAVEL 32X25MM;25;PC;PVC SOLDAVEL;-
RU1136;RU_SOLDAVEL;LUVA PVC SOLDAVEL 20MM;20;PC;PVC SOLDAVEL;-
RU1137;RU_SOLDAVEL;LUVA PVC SOLDAVEL 25MM;25;PC;PVC SOLDAVEL;-
RU1138;RU_SOLDAVEL;LUVA PVC SOLDAVEL 32MM;32;PC;PVC SOLDAVEL;-
RU1139;RU_SOLDAVEL;LUVA PVC SOLDAVEL 40MM;40;PC;PVC SOLDAVEL;-
RU1140;RU_SOLDAVEL;LUVA PVC SOLDAVEL 50MM;50;PC;PVC SOLDAVEL;-
RU1141;RU_SOLDAVEL;LUVA PVC SOLDAVEL 60MM;60;PC;PVC SOLDAVEL;-
RU1142;RU_SOLDAVEL;TE REDUCAO PVC SOLDAVEL 25X20X25MM;25;PC;PVC SOLDAVEL;-
RU1143;RU_SOLDAVEL;TE REDUCAO PVC SOLDAVEL 32X25X32MM;32;PC;PVC SOLDAVEL;-
RU1144;RU_SOLDAVEL;TE REDUCAO PVC SOLDAVEL 40X25X40MM;40;PC;PVC SOLDAVEL;-
RU1145;RU_SOLDAVEL;TE REDUCAO PVC SOLDAVEL 40X32X40MM;40;PC;PVC SOLDAVEL;-
RU1146;RU_SOLDAVEL;TE REDUCAO PVC SOLDAVEL 50X20X50MM;50;PC;PVC SOLDAVEL;-
RU1147;RU_SOLDAVEL;TE REDUCAO PVC SOLDAVEL 50X25X50MM;50;PC;PVC SOLDAVEL;-
RU1148;RU_SOLDAVEL;TE REDUCAO PVC SOLDAVEL 50X32X50MM;50;PC;PVC SOLDAVEL;-
RU1149;RU_SOLDAVEL;TE REDUCAO PVC SOLDAVEL 60X25X60MM;60;PC;PVC SOLDAVEL;-
RU1150;RU_SOLDAVEL;TE PVC SOLDAVEL 20MM;20;PC;PVC SOLDAVEL;-
RU1151;RU_SOLDAVEL;TE PVC SOLDAVEL 25MM;25;PC;PVC SOLDAVEL;-
RU1152;RU_SOLDAVEL;TE PVC SOLDAVEL 32MM;32;PC;PVC SOLDAVEL;-
RU1153;RU_SOLDAVEL;TE PVC SOLDAVEL 40MM;40;PC;PVC SOLDAVEL;-
RU1154;RU_SOLDAVEL;TE PVC SOLDAVEL 50MM;50;PC;PVC SOLDAVEL;-
RU1155;RU_SOLDAVEL;TE PVC SOLDAVEL 60MM;60;PC;PVC SOLDAVEL;-
RU1156;RU_CPVC;TUBO CPVC 15MM;15;MT;CPVC;TUBO
RU1157;RU_CPVC;TUBO CPVC 22MM;22;MT;CPVC;TUBO
RU1158;RU_CPVC;TUBO CPVC 28MM;28;MT;CPVC;TUBO
RU1159;RU_CPVC;TUBO CPVC 35MM;35;MT;CPVC;TUBO
RU1160;RU_CPVC;TUBO CPVC 42MM;42;MT;CPVC;TUBO
RU1161;RU_CPVC;TUBO CPVC 54MM;54;MT;CPVC;TUBO
RU1162;RU_CPVC;TUBO CPVC 73MM;73;MT;CPVC;TUBO
RU1163;RU_CPVC;TUBO CPVC 89MM;89;MT;CPVC;TUBO
RU1164;RU_CPVC;TUBO CPVC 114MM;114;MT;CPVC;TUBO
RU1165;RU_CPVC;BUCHA DE REDUCAO CPVC 22X15MM;22X15MM;PC;CPVC;-
RU1166;RU_CPVC;BUCHA DE REDUCAO CPVC 28X22MM;28X22MM;PC;CPVC;-
RU1167;RU_CPVC;BUCHA DE REDUCAO CPVC 35X28MM;35X28MM;PC;CPVC;-
RU1168;RU_CPVC;BUCHA DE REDUCAO CPVC 42X35MM;42X35MM;PC;CPVC;-
RU1169;RU_CPVC;BUCHA DE REDUCAO CPVC 54X28MM;54X28MM;PC;CPVC;-
RU1170;RU_CPVC;BUCHA DE REDUCAO CPVC 54X42MM;54X42MM;PC;CPVC;-
RU1171;RU_CPVC;BUCHA DE REDUCAO CPVC 73X54MM;73X54MM;PC;CPVC;-
RU1172;RU_CPVC;BUCHA DE REDUCAO CPVC 89X54MM;89X54MM;PC;CPVC;-
RU1173;RU_CPVC;BUCHA DE REDUCAO CPVC 114X89MM;114X89MM;PC;CPVC;-
RU1174;RU_CPVC;CURVA 90 CPVC 15MM;15MM;PC;CPVC;-
RU1175;RU_CPVC;CURVA 90 CPVC 22MM;22MM;PC;CPVC;-
RU1176;RU_CPVC;CURVA 90 CPVC 28MM;28MM;PC;CPVC;-
RU1177;RU_CPVC;JOELHO 45 CPVC 15MM;15MM;PC;CPVC;-
RU1178;RU_CPVC;JOELHO 45 CPVC 22MM;22MM;PC;CPVC;-
RU1179;RU_CPVC;JOELHO 45 CPVC 28MM;28MM;PC;CPVC;-
RU1180;RU_CPVC;JOELHO 45 CPVC 35MM;35MM;PC;CPVC;-
RU1181;RU_CPVC;JOELHO 45 CPVC 42MM;42MM;PC;CPVC;-
RU1182;RU_CPVC;JOELHO 45 CPVC 54MM;54MM;PC;CPVC;-
RU1183;RU_CPVC;JOELHO 45 CPVC 73MM;73MM;PC;CPVC;-
RU1184;RU_CPVC;JOELHO 45 CPVC 89MM;89MM;PC;CPVC;-
RU1185;RU_CPVC;JOELHO 45 CPVC 114MM;114MM;PC;CPVC;-
RU1186;RU_CPVC;JOELHO 90 CPVC 15MM;15MM;PC;CPVC;-
RU1187;RU_CPVC;JOELHO 90 CPVC 22MM;22MM;PC;CPVC;-
RU1188;RU_CPVC;JOELHO 90 CPVC 28MM;28MM;PC;CPVC;-
RU1189;RU_CPVC;JOELHO 90 CPVC 35MM;35MM;PC;CPVC;-
RU1190;RU_CPVC;JOELHO 90 CPVC 42MM;42MM;PC;CPVC;-
RU1191;RU_CPVC;JOELHO 90 CPVC 54MM;54MM;PC;CPVC;-
RU1192;RU_CPVC;JOELHO 90 CPVC 73MM;73MM;PC;CPVC;-
RU1193;RU_CPVC;JOELHO 90 CPVC 89MM;89MM;PC;CPVC;-
RU1194;RU_CPVC;JOELHO 90 CPVC 114MM;114MM;PC;CPVC;-
RU1195;RU_CPVC;"JOLHO 90 DE TRASICAO CPVC 15X1/2""";"2""";PC;CPVC;-
RU1196;RU_CPVC;"JOLHO 90 DE TRASICAO CPVC 22X1/2""";"2""";PC;CPVC;-
RU1197;RU_CPVC;"JOLHO 90 DE TRASICAO CPVC 22X3/4""";"4""";PC;CPVC;-
RU1198;RU_CPVC;"JOLHO 90 DE TRASICAO CPVC 28X1""";"28X1""";PC;CPVC;-
RU1199;RU_CPVC;JUNTA DE EXPANSAO CPVC 28MM;28MM;PC;CPVC;-
RU1200;RU_CPVC;JUNTA DE EXPANSAO CPVC 35MM;35MM;PC;CPVC;-
RU1201;RU_CPVC;JUNTA DE EXPANSAO CPVC 42MM;42MM;PC;CPVC;-
RU1202;RU_CPVC;JUNTA DE EXPANSAO CPVC 54MM;54MM;PC;CPVC;-
RU1203;RU_CPVC;LUVA CPVC 15MM;15MM;PC;CPVC;-
RU1204;RU_CPVC;LUVA CPVC 22MM;22MM;PC;CPVC;-
RU1205;RU_CPVC;LUVA CPVC 28M;28M;PC;CPVC;-
RU1206;RU_CPVC;LUVA CPVC 35MM;35MM;PC;CPVC;-
RU1207;RU_CPVC;LUVA CPVC 42MM;42MM;PC;CPVC;-
RU1208;RU_CPVC;LUVA CPVC 54MM;54MM;PC;CPVC;-
RU1209;RU_CPVC;LUVA CPVC 73MM;73MM;PC;CPVC;-
RU1210;RU_CPVC;LUVA CPVC 89MM;89MM;PC;CPVC;-
RU1211;RU_CPVC;LUVA CPVC 114MM;114MM;PC;CPVC;-
RU1212;RU_CPVC;"LUVA DE TRASICAO CPVC 15X1/2""";"2""";PC;CPVC;-
RU1213;RU_CPVC;"LUVA DE TRASICAO CPVC 22X1/2""";"2""";PC;CPVC;-
RU1214;RU_CPVC;"LUVA DE TRASICAO CPVC 22X3/4""";"4""";PC;CPVC;-
RU1215;RU_CPVC;"LUVA DE TRASICAO CPVC 28X3/4""";"4""";PC;CPVC;-
RU1216;RU_CPVC;"LUVA DE TRASICAO CPVC 28X1""";"28X1""";PC;CPVC;-
RU1217;RU_CPVC;"LUVA DE TRASICAO CPVC 35X1 1;4""";"4""";PC;CPVC;-
RU1218;RU_CPVC;"LUVA DE TRASICAO CPVC 42X1 1/2""";"2""";PC;CPVC;-
RU1219;RU_CPVC;"LUVA DE TRASICAO CPVC 54X1 1/2""";"2""";PC;CPVC;-
RU1220;RU_CPVC;TE CPVC 15MM;15MM;PC;CPVC;-
RU1221;RU_CPVC;TE CPVC 22MM;22MM;PC;CPVC;-
RU1222;RU_CPVC;TE CPVC 28M;28M;PC;CPVC;-
RU1223;RU_CPVC;TE CPVC 35MM;35MM;PC;CPVC;-
RU1224;RU_CPVC;TE CPVC 42MM;42MM;PC;CPVC;-
RU1225;RU_CPVC;TE CPVC 54MM;54MM;PC;CPVC;-
RU1226;RU_CPVC;TE CPVC 73MM;73MM;PC;CPVC;-
RU1227;RU_CPVC;TE CPVC 89MM;89MM;PC;CPVC;-
RU1228;RU_CPVC;TE CPVC 114MM;114MM;PC;CPVC;-
RU1229;RU_CPVC;TE 90 REDUCAO CPVC 22X15MM;22X15MM;PC;CPVC;-
RU1230;RU_CPVC;TE 90 REDUCAO CPVC 28X15MM;28X15MM;PC;CPVC;-
RU1231;RU_CPVC;TE 90 REDUCAO CPVC 28X22MM;28X22MM;PC;CPVC;-
RU1232;RU_CPVC;TE 90 REDUCAO CPVC 35X22MM;35X22MM;PC;CPVC;-
RU1233;RU_CPVC;TE 90 REDUCAO CPVC 35X28MM;35X28MM;PC;CPVC;-
RU1234;RU_CPVC;TE 90 REDUCAO CPVC 42X22MM;42X22MM;PC;CPVC;-
